date,store_nbr,family,sales,onpromotion,city,state,type,year,month,day,day_of_week,is_weekend
2017-04-06,12,BEAUTY,1.0,0,Latacunga,Cotopaxi,C,2017,4,6,3,0
2017-04-06,12,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,4,6,3,0
2017-04-06,12,AUTOMOTIVE,11.0,2,Latacunga,Cotopaxi,C,2017,4,6,3,0
2017-04-06,11,BEAUTY,5.0,1,Cayambe,Pichincha,B,2017,4,6,3,0
2017-04-06,11,BABY CARE,0.0,0,Cayambe,Pichincha,B,2017,4,6,3,0
2017-04-06,13,BEAUTY,0.0,0,Latacunga,Cotopaxi,C,2017,4,6,3,0
2017-04-06,10,BEAUTY,0.0,0,Quito,Pichincha,C,2017,4,6,3,0
2017-04-06,10,BABY CARE,0.0,0,Quito,Pichincha,C,2017,4,6,3,0
2017-04-06,10,AUTOMOTIVE,2.0,0,Quito,Pichincha,C,2017,4,6,3,0
2017-04-06,1,BEAUTY,5.0,1,Quito,Pichincha,D,2017,4,6,3,0
2017-04-06,1,BABY CARE,0.0,0,Quito,Pichincha,D,2017,4,6,3,0
2017-04-06,1,AUTOMOTIVE,10.0,0,Quito,Pichincha,D,2017,4,6,3,0
2017-04-06,11,AUTOMOTIVE,13.0,2,Cayambe,Pichincha,B,2017,4,6,3,0
2017-04-07,13,BEAUTY,0.0,0,Latacunga,Cotopaxi,C,2017,4,7,4,0
2017-04-07,13,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,4,7,4,0
2017-04-07,13,AUTOMOTIVE,12.0,2,Latacunga,Cotopaxi,C,2017,4,7,4,0
2017-04-07,12,BEAUTY,1.0,1,Latacunga,Cotopaxi,C,2017,4,7,4,0
2017-04-07,12,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,4,7,4,0
2017-04-07,12,AUTOMOTIVE,6.0,0,Latacunga,Cotopaxi,C,2017,4,7,4,0
2017-04-07,11,BEAUTY,4.0,1,Cayambe,Pichincha,B,2017,4,7,4,0
2017-04-07,11,BABY CARE,0.0,0,Cayambe,Pichincha,B,2017,4,7,4,0
2017-04-07,10,BEAUTY,0.0,0,Quito,Pichincha,C,2017,4,7,4,0
2017-04-07,10,BABY CARE,0.0,0,Quito,Pichincha,C,2017,4,7,4,0
2017-04-07,10,AUTOMOTIVE,3.0,0,Quito,Pichincha,C,2017,4,7,4,0
2017-04-07,1,BEAUTY,2.0,0,Quito,Pichincha,D,2017,4,7,4,0
2017-04-07,1,BABY CARE,0.0,0,Quito,Pichincha,D,2017,4,7,4,0
2017-04-07,1,AUTOMOTIVE,9.0,0,Quito,Pichincha,D,2017,4,7,4,0
2017-04-07,11,AUTOMOTIVE,15.0,3,Cayambe,Pichincha,B,2017,4,7,4,0
2017-04-08,12,AUTOMOTIVE,11.0,2,Latacunga,Cotopaxi,C,2017,4,8,5,1
2017-04-08,13,BEAUTY,1.0,0,Latacunga,Cotopaxi,C,2017,4,8,5,1
2017-04-08,13,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,4,8,5,1
2017-04-08,13,AUTOMOTIVE,11.0,2,Latacunga,Cotopaxi,C,2017,4,8,5,1
2017-04-08,12,BEAUTY,0.0,0,Latacunga,Cotopaxi,C,2017,4,8,5,1
2017-04-08,12,BABY CARE,1.0,0,Latacunga,Cotopaxi,C,2017,4,8,5,1
2017-04-08,11,BEAUTY,5.0,0,Cayambe,Pichincha,B,2017,4,8,5,1
2017-04-08,11,BABY CARE,1.0,0,Cayambe,Pichincha,B,2017,4,8,5,1
2017-04-08,11,AUTOMOTIVE,14.0,3,Cayambe,Pichincha,B,2017,4,8,5,1
2017-04-08,10,BEAUTY,1.0,0,Quito,Pichincha,C,2017,4,8,5,1
2017-04-08,10,BABY CARE,0.0,0,Quito,Pichincha,C,2017,4,8,5,1
2017-04-08,10,AUTOMOTIVE,2.0,0,Quito,Pichincha,C,2017,4,8,5,1
2017-04-08,1,BEAUTY,2.0,0,Quito,Pichincha,D,2017,4,8,5,1
2017-04-08,1,BABY CARE,0.0,0,Quito,Pichincha,D,2017,4,8,5,1
2017-04-08,1,AUTOMOTIVE,8.0,0,Quito,Pichincha,D,2017,4,8,5,1
2017-04-09,13,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,4,9,6,1
2017-04-09,13,AUTOMOTIVE,3.0,1,Latacunga,Cotopaxi,C,2017,4,9,6,1
2017-04-09,12,BEAUTY,3.0,0,Latacunga,Cotopaxi,C,2017,4,9,6,1
2017-04-09,12,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,4,9,6,1
2017-04-09,12,AUTOMOTIVE,7.0,1,Latacunga,Cotopaxi,C,2017,4,9,6,1
2017-04-09,11,BEAUTY,9.0,0,Cayambe,Pichincha,B,2017,4,9,6,1
2017-04-09,11,BABY CARE,1.0,0,Cayambe,Pichincha,B,2017,4,9,6,1
2017-04-09,13,BEAUTY,0.0,0,Latacunga,Cotopaxi,C,2017,4,9,6,1
2017-04-09,10,BEAUTY,0.0,0,Quito,Pichincha,C,2017,4,9,6,1
2017-04-09,10,BABY CARE,0.0,0,Quito,Pichincha,C,2017,4,9,6,1
2017-04-09,10,AUTOMOTIVE,7.0,0,Quito,Pichincha,C,2017,4,9,6,1
2017-04-09,1,BEAUTY,0.0,0,Quito,Pichincha,D,2017,4,9,6,1
2017-04-09,1,BABY CARE,0.0,0,Quito,Pichincha,D,2017,4,9,6,1
2017-04-09,1,AUTOMOTIVE,2.0,0,Quito,Pichincha,D,2017,4,9,6,1
2017-04-09,11,AUTOMOTIVE,15.0,3,Cayambe,Pichincha,B,2017,4,9,6,1
2017-04-10,13,BEAUTY,2.0,0,Latacunga,Cotopaxi,C,2017,4,10,0,0
2017-04-10,13,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,4,10,0,0
2017-04-10,13,AUTOMOTIVE,8.0,0,Latacunga,Cotopaxi,C,2017,4,10,0,0
2017-04-10,12,BEAUTY,2.0,0,Latacunga,Cotopaxi,C,2017,4,10,0,0
2017-04-10,12,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,4,10,0,0
2017-04-10,12,AUTOMOTIVE,7.0,1,Latacunga,Cotopaxi,C,2017,4,10,0,0
2017-04-10,11,BEAUTY,4.0,0,Cayambe,Pichincha,B,2017,4,10,0,0
2017-04-10,11,BABY CARE,1.0,0,Cayambe,Pichincha,B,2017,4,10,0,0
2017-04-10,10,BEAUTY,2.0,0,Quito,Pichincha,C,2017,4,10,0,0
2017-04-10,10,BABY CARE,0.0,0,Quito,Pichincha,C,2017,4,10,0,0
2017-04-10,10,AUTOMOTIVE,2.0,0,Quito,Pichincha,C,2017,4,10,0,0
2017-04-10,1,BEAUTY,2.0,0,Quito,Pichincha,D,2017,4,10,0,0
2017-04-10,1,BABY CARE,0.0,0,Quito,Pichincha,D,2017,4,10,0,0
2017-04-10,1,AUTOMOTIVE,5.0,0,Quito,Pichincha,D,2017,4,10,0,0
2017-04-10,11,AUTOMOTIVE,13.0,3,Cayambe,Pichincha,B,2017,4,10,0,0
2017-04-11,11,BEAUTY,1.0,0,Cayambe,Pichincha,B,2017,4,11,1,0
2017-04-11,13,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,4,11,1,0
2017-04-11,13,AUTOMOTIVE,2.0,0,Latacunga,Cotopaxi,C,2017,4,11,1,0
2017-04-11,12,BEAUTY,1.0,0,Latacunga,Cotopaxi,C,2017,4,11,1,0
2017-04-11,12,BABY CARE,1.0,0,Latacunga,Cotopaxi,C,2017,4,11,1,0
2017-04-11,12,AUTOMOTIVE,2.0,0,Latacunga,Cotopaxi,C,2017,4,11,1,0
2017-04-11,11,BABY CARE,2.0,0,Cayambe,Pichincha,B,2017,4,11,1,0
2017-04-11,13,BEAUTY,1.0,0,Latacunga,Cotopaxi,C,2017,4,11,1,0
2017-04-11,10,BEAUTY,1.0,0,Quito,Pichincha,C,2017,4,11,1,0
2017-04-11,10,BABY CARE,0.0,0,Quito,Pichincha,C,2017,4,11,1,0
2017-04-11,10,AUTOMOTIVE,2.0,0,Quito,Pichincha,C,2017,4,11,1,0
2017-04-11,1,BEAUTY,5.0,0,Quito,Pichincha,D,2017,4,11,1,0
2017-04-11,1,BABY CARE,0.0,0,Quito,Pichincha,D,2017,4,11,1,0
2017-04-11,1,AUTOMOTIVE,6.0,0,Quito,Pichincha,D,2017,4,11,1,0
2017-04-11,11,AUTOMOTIVE,11.0,3,Cayambe,Pichincha,B,2017,4,11,1,0
2017-04-12,13,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,4,12,2,0
2017-04-12,13,AUTOMOTIVE,12.0,2,Latacunga,Cotopaxi,C,2017,4,12,2,0
2017-04-12,12,BEAUTY,0.0,0,Latacunga,Cotopaxi,C,2017,4,12,2,0
2017-04-12,12,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,4,12,2,0
2017-04-12,12,AUTOMOTIVE,6.0,1,Latacunga,Cotopaxi,C,2017,4,12,2,0
2017-04-12,11,BEAUTY,1.0,0,Cayambe,Pichincha,B,2017,4,12,2,0
2017-04-12,11,BABY CARE,0.0,0,Cayambe,Pichincha,B,2017,4,12,2,0
2017-04-12,13,BEAUTY,1.0,0,Latacunga,Cotopaxi,C,2017,4,12,2,0
2017-04-12,10,BEAUTY,1.0,0,Quito,Pichincha,C,2017,4,12,2,0
2017-04-12,10,BABY CARE,0.0,0,Quito,Pichincha,C,2017,4,12,2,0
2017-04-12,10,AUTOMOTIVE,2.0,0,Quito,Pichincha,C,2017,4,12,2,0
2017-04-12,1,BEAUTY,2.0,0,Quito,Pichincha,D,2017,4,12,2,0
2017-04-12,1,BABY CARE,0.0,0,Quito,Pichincha,D,2017,4,12,2,0
2017-04-12,1,AUTOMOTIVE,3.0,0,Quito,Pichincha,D,2017,4,12,2,0
2017-04-12,11,AUTOMOTIVE,3.0,2,Cayambe,Pichincha,B,2017,4,12,2,0
2017-04-13,13,BEAUTY,0.0,0,Latacunga,Cotopaxi,C,2017,4,13,3,0
2017-04-13,13,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,4,13,3,0
2017-04-13,13,AUTOMOTIVE,5.0,0,Latacunga,Cotopaxi,C,2017,4,13,3,0
2017-04-13,12,BEAUTY,0.0,0,Latacunga,Cotopaxi,C,2017,4,13,3,0
2017-04-13,12,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,4,13,3,0
2017-04-13,12,AUTOMOTIVE,5.0,0,Latacunga,Cotopaxi,C,2017,4,13,3,0
2017-04-13,11,BEAUTY,3.0,0,Cayambe,Pichincha,B,2017,4,13,3,0
2017-04-13,11,BABY CARE,1.0,0,Cayambe,Pichincha,B,2017,4,13,3,0
2017-04-13,10,BEAUTY,1.0,0,Quito,Pichincha,C,2017,4,13,3,0
2017-04-13,10,BABY CARE,0.0,0,Quito,Pichincha,C,2017,4,13,3,0
2017-04-13,10,AUTOMOTIVE,0.0,0,Quito,Pichincha,C,2017,4,13,3,0
2017-04-13,1,BEAUTY,0.0,0,Quito,Pichincha,D,2017,4,13,3,0
2017-04-13,1,BABY CARE,0.0,0,Quito,Pichincha,D,2017,4,13,3,0
2017-04-13,1,AUTOMOTIVE,9.0,0,Quito,Pichincha,D,2017,4,13,3,0
2017-04-13,11,AUTOMOTIVE,5.0,0,Cayambe,Pichincha,B,2017,4,13,3,0
2017-04-14,11,BEAUTY,0.0,0,Cayambe,Pichincha,B,2017,4,14,4,0
2017-04-14,13,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,4,14,4,0
2017-04-14,13,AUTOMOTIVE,3.0,0,Latacunga,Cotopaxi,C,2017,4,14,4,0
2017-04-14,12,BEAUTY,1.0,0,Latacunga,Cotopaxi,C,2017,4,14,4,0
2017-04-14,12,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,4,14,4,0
2017-04-14,12,AUTOMOTIVE,9.0,1,Latacunga,Cotopaxi,C,2017,4,14,4,0
2017-04-14,11,BABY CARE,1.0,0,Cayambe,Pichincha,B,2017,4,14,4,0
2017-04-14,13,BEAUTY,1.0,0,Latacunga,Cotopaxi,C,2017,4,14,4,0
2017-04-14,10,BEAUTY,3.0,0,Quito,Pichincha,C,2017,4,14,4,0
2017-04-14,1,AUTOMOTIVE,1.0,0,Quito,Pichincha,D,2017,4,14,4,0
2017-04-14,1,BABY CARE,0.0,0,Quito,Pichincha,D,2017,4,14,4,0
2017-04-14,11,AUTOMOTIVE,10.0,0,Cayambe,Pichincha,B,2017,4,14,4,0
2017-04-14,10,AUTOMOTIVE,2.0,0,Quito,Pichincha,C,2017,4,14,4,0
2017-04-14,10,BABY CARE,0.0,0,Quito,Pichincha,C,2017,4,14,4,0
2017-04-14,1,BEAUTY,1.0,0,Quito,Pichincha,D,2017,4,14,4,0
2017-04-15,13,BEAUTY,2.0,0,Latacunga,Cotopaxi,C,2017,4,15,5,1
2017-04-15,13,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,4,15,5,1
2017-04-15,13,AUTOMOTIVE,10.0,0,Latacunga,Cotopaxi,C,2017,4,15,5,1
2017-04-15,12,BEAUTY,1.0,0,Latacunga,Cotopaxi,C,2017,4,15,5,1
2017-04-15,12,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,4,15,5,1
2017-04-15,11,BEAUTY,7.0,0,Cayambe,Pichincha,B,2017,4,15,5,1
2017-04-15,12,AUTOMOTIVE,12.0,1,Latacunga,Cotopaxi,C,2017,4,15,5,1
2017-04-15,10,BEAUTY,1.0,0,Quito,Pichincha,C,2017,4,15,5,1
2017-04-15,10,BABY CARE,0.0,0,Quito,Pichincha,C,2017,4,15,5,1
2017-04-15,10,AUTOMOTIVE,3.0,0,Quito,Pichincha,C,2017,4,15,5,1
2017-04-15,1,BEAUTY,1.0,0,Quito,Pichincha,D,2017,4,15,5,1
2017-04-15,1,BABY CARE,0.0,0,Quito,Pichincha,D,2017,4,15,5,1
2017-04-15,1,AUTOMOTIVE,3.0,0,Quito,Pichincha,D,2017,4,15,5,1
2017-04-15,11,AUTOMOTIVE,18.0,1,Cayambe,Pichincha,B,2017,4,15,5,1
2017-04-15,11,BABY CARE,0.0,0,Cayambe,Pichincha,B,2017,4,15,5,1
2017-04-16,11,BEAUTY,11.0,0,Cayambe,Pichincha,B,2017,4,16,6,1
2017-04-16,13,BEAUTY,1.0,0,Latacunga,Cotopaxi,C,2017,4,16,6,1
2017-04-16,13,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,4,16,6,1
2017-04-16,13,AUTOMOTIVE,6.0,0,Latacunga,Cotopaxi,C,2017,4,16,6,1
2017-04-16,12,BEAUTY,0.0,0,Latacunga,Cotopaxi,C,2017,4,16,6,1
2017-04-16,12,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,4,16,6,1
2017-04-16,12,AUTOMOTIVE,5.0,1,Latacunga,Cotopaxi,C,2017,4,16,6,1
2017-04-16,11,BABY CARE,0.0,0,Cayambe,Pichincha,B,2017,4,16,6,1
2017-04-16,10,BEAUTY,3.0,0,Quito,Pichincha,C,2017,4,16,6,1
2017-04-16,10,BABY CARE,0.0,0,Quito,Pichincha,C,2017,4,16,6,1
2017-04-16,10,AUTOMOTIVE,2.0,0,Quito,Pichincha,C,2017,4,16,6,1
2017-04-16,1,BEAUTY,0.0,0,Quito,Pichincha,D,2017,4,16,6,1
2017-04-16,1,BABY CARE,0.0,0,Quito,Pichincha,D,2017,4,16,6,1
2017-04-16,1,AUTOMOTIVE,1.0,0,Quito,Pichincha,D,2017,4,16,6,1
2017-04-16,11,AUTOMOTIVE,5.0,1,Cayambe,Pichincha,B,2017,4,16,6,1
2017-04-17,13,BEAUTY,4.0,0,Latacunga,Cotopaxi,C,2017,4,17,0,0
2017-04-17,13,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,4,17,0,0
2017-04-17,13,AUTOMOTIVE,11.0,0,Latacunga,Cotopaxi,C,2017,4,17,0,0
2017-04-17,12,BEAUTY,2.0,0,Latacunga,Cotopaxi,C,2017,4,17,0,0
2017-04-17,12,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,4,17,0,0
2017-04-17,12,AUTOMOTIVE,3.0,0,Latacunga,Cotopaxi,C,2017,4,17,0,0
2017-04-17,11,BEAUTY,2.0,0,Cayambe,Pichincha,B,2017,4,17,0,0
2017-04-17,11,BABY CARE,3.0,0,Cayambe,Pichincha,B,2017,4,17,0,0
2017-04-17,10,BEAUTY,0.0,0,Quito,Pichincha,C,2017,4,17,0,0
2017-04-17,10,BABY CARE,0.0,0,Quito,Pichincha,C,2017,4,17,0,0
2017-04-17,10,AUTOMOTIVE,2.0,0,Quito,Pichincha,C,2017,4,17,0,0
2017-04-17,1,BEAUTY,3.0,0,Quito,Pichincha,D,2017,4,17,0,0
2017-04-17,1,BABY CARE,0.0,0,Quito,Pichincha,D,2017,4,17,0,0
2017-04-17,1,AUTOMOTIVE,1.0,0,Quito,Pichincha,D,2017,4,17,0,0
2017-04-17,11,AUTOMOTIVE,3.0,0,Cayambe,Pichincha,B,2017,4,17,0,0
2017-04-18,11,BEAUTY,3.0,0,Cayambe,Pichincha,B,2017,4,18,1,0
2017-04-18,13,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,4,18,1,0
2017-04-18,13,AUTOMOTIVE,5.0,0,Latacunga,Cotopaxi,C,2017,4,18,1,0
2017-04-18,12,BEAUTY,0.0,0,Latacunga,Cotopaxi,C,2017,4,18,1,0
2017-04-18,12,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,4,18,1,0
2017-04-18,12,AUTOMOTIVE,8.0,0,Latacunga,Cotopaxi,C,2017,4,18,1,0
2017-04-18,11,BABY CARE,0.0,0,Cayambe,Pichincha,B,2017,4,18,1,0
2017-04-18,13,BEAUTY,1.0,0,Latacunga,Cotopaxi,C,2017,4,18,1,0
2017-04-18,10,BEAUTY,1.0,0,Quito,Pichincha,C,2017,4,18,1,0
2017-04-18,1,AUTOMOTIVE,3.0,0,Quito,Pichincha,D,2017,4,18,1,0
2017-04-18,1,BABY CARE,0.0,0,Quito,Pichincha,D,2017,4,18,1,0
2017-04-18,11,AUTOMOTIVE,6.0,0,Cayambe,Pichincha,B,2017,4,18,1,0
2017-04-18,10,AUTOMOTIVE,3.0,0,Quito,Pichincha,C,2017,4,18,1,0
2017-04-18,10,BABY CARE,0.0,0,Quito,Pichincha,C,2017,4,18,1,0
2017-04-18,1,BEAUTY,3.0,0,Quito,Pichincha,D,2017,4,18,1,0
2017-04-19,13,BEAUTY,0.0,0,Latacunga,Cotopaxi,C,2017,4,19,2,0
2017-04-19,13,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,4,19,2,0
2017-04-19,13,AUTOMOTIVE,3.0,0,Latacunga,Cotopaxi,C,2017,4,19,2,0
2017-04-19,12,BEAUTY,0.0,0,Latacunga,Cotopaxi,C,2017,4,19,2,0
2017-04-19,12,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,4,19,2,0
2017-04-19,11,BEAUTY,3.0,0,Cayambe,Pichincha,B,2017,4,19,2,0
2017-04-19,11,BABY CARE,0.0,0,Cayambe,Pichincha,B,2017,4,19,2,0
2017-04-19,12,AUTOMOTIVE,6.0,0,Latacunga,Cotopaxi,C,2017,4,19,2,0
2017-04-19,10,BEAUTY,2.0,0,Quito,Pichincha,C,2017,4,19,2,0
2017-04-19,10,BABY CARE,0.0,0,Quito,Pichincha,C,2017,4,19,2,0
2017-04-19,10,AUTOMOTIVE,3.0,0,Quito,Pichincha,C,2017,4,19,2,0
2017-04-19,1,BEAUTY,1.0,0,Quito,Pichincha,D,2017,4,19,2,0
2017-04-19,1,BABY CARE,0.0,0,Quito,Pichincha,D,2017,4,19,2,0
2017-04-19,1,AUTOMOTIVE,4.0,0,Quito,Pichincha,D,2017,4,19,2,0
2017-04-19,11,AUTOMOTIVE,10.0,0,Cayambe,Pichincha,B,2017,4,19,2,0
2017-04-20,12,AUTOMOTIVE,9.0,0,Latacunga,Cotopaxi,C,2017,4,20,3,0
2017-04-20,13,BEAUTY,0.0,0,Latacunga,Cotopaxi,C,2017,4,20,3,0
2017-04-20,13,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,4,20,3,0
2017-04-20,13,AUTOMOTIVE,6.0,0,Latacunga,Cotopaxi,C,2017,4,20,3,0
2017-04-20,12,BEAUTY,0.0,0,Latacunga,Cotopaxi,C,2017,4,20,3,0
2017-04-20,12,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,4,20,3,0
2017-04-20,11,BEAUTY,3.0,0,Cayambe,Pichincha,B,2017,4,20,3,0
2017-04-20,1,BABY CARE,0.0,0,Quito,Pichincha,D,2017,4,20,3,0
2017-04-20,11,AUTOMOTIVE,11.0,0,Cayambe,Pichincha,B,2017,4,20,3,0
2017-04-20,10,BEAUTY,0.0,0,Quito,Pichincha,C,2017,4,20,3,0
2017-04-20,10,BABY CARE,0.0,0,Quito,Pichincha,C,2017,4,20,3,0
2017-04-20,10,AUTOMOTIVE,2.0,0,Quito,Pichincha,C,2017,4,20,3,0
2017-04-20,1,BEAUTY,2.0,0,Quito,Pichincha,D,2017,4,20,3,0
2017-04-20,1,AUTOMOTIVE,2.0,0,Quito,Pichincha,D,2017,4,20,3,0
2017-04-20,11,BABY CARE,0.0,0,Cayambe,Pichincha,B,2017,4,20,3,0
2017-04-21,11,BEAUTY,3.0,0,Cayambe,Pichincha,B,2017,4,21,4,0
2017-04-21,13,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,4,21,4,0
2017-04-21,13,AUTOMOTIVE,8.0,0,Latacunga,Cotopaxi,C,2017,4,21,4,0
2017-04-21,12,BEAUTY,0.0,0,Latacunga,Cotopaxi,C,2017,4,21,4,0
2017-04-21,12,BABY CARE,1.0,0,Latacunga,Cotopaxi,C,2017,4,21,4,0
2017-04-21,12,AUTOMOTIVE,1.0,0,Latacunga,Cotopaxi,C,2017,4,21,4,0
2017-04-21,11,BABY CARE,0.0,0,Cayambe,Pichincha,B,2017,4,21,4,0
2017-04-21,13,BEAUTY,1.0,0,Latacunga,Cotopaxi,C,2017,4,21,4,0
2017-04-21,10,BEAUTY,0.0,0,Quito,Pichincha,C,2017,4,21,4,0
2017-04-21,10,BABY CARE,0.0,0,Quito,Pichincha,C,2017,4,21,4,0
2017-04-21,10,AUTOMOTIVE,2.0,0,Quito,Pichincha,C,2017,4,21,4,0
2017-04-21,1,BEAUTY,2.0,0,Quito,Pichincha,D,2017,4,21,4,0
2017-04-21,1,BABY CARE,0.0,0,Quito,Pichincha,D,2017,4,21,4,0
2017-04-21,1,AUTOMOTIVE,5.0,0,Quito,Pichincha,D,2017,4,21,4,0
2017-04-21,11,AUTOMOTIVE,11.0,0,Cayambe,Pichincha,B,2017,4,21,4,0
2017-04-22,13,BEAUTY,0.0,0,Latacunga,Cotopaxi,C,2017,4,22,5,1
2017-04-22,13,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,4,22,5,1
2017-04-22,13,AUTOMOTIVE,4.0,0,Latacunga,Cotopaxi,C,2017,4,22,5,1
2017-04-22,12,BEAUTY,0.0,0,Latacunga,Cotopaxi,C,2017,4,22,5,1
2017-04-22,12,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,4,22,5,1
2017-04-22,12,AUTOMOTIVE,5.0,0,Latacunga,Cotopaxi,C,2017,4,22,5,1
2017-04-22,11,BEAUTY,2.0,0,Cayambe,Pichincha,B,2017,4,22,5,1
2017-04-22,1,BABY CARE,0.0,0,Quito,Pichincha,D,2017,4,22,5,1
2017-04-22,11,AUTOMOTIVE,7.0,1,Cayambe,Pichincha,B,2017,4,22,5,1
2017-04-22,10,BEAUTY,4.0,0,Quito,Pichincha,C,2017,4,22,5,1
2017-04-22,10,BABY CARE,0.0,0,Quito,Pichincha,C,2017,4,22,5,1
2017-04-22,10,AUTOMOTIVE,2.0,0,Quito,Pichincha,C,2017,4,22,5,1
2017-04-22,1,BEAUTY,6.0,0,Quito,Pichincha,D,2017,4,22,5,1
2017-04-22,11,BABY CARE,2.0,0,Cayambe,Pichincha,B,2017,4,22,5,1
2017-04-22,1,AUTOMOTIVE,5.0,0,Quito,Pichincha,D,2017,4,22,5,1
2017-04-23,13,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,4,23,6,1
2017-04-23,13,AUTOMOTIVE,9.0,0,Latacunga,Cotopaxi,C,2017,4,23,6,1
2017-04-23,12,BEAUTY,2.0,0,Latacunga,Cotopaxi,C,2017,4,23,6,1
2017-04-23,12,BABY CARE,0.0,0,Latacunga,Cotopaxi,C,2017,4,23,6,1
2017-04-23,12,AUTOMOTIVE,6.0,0,Latacunga,Cotopaxi,C,2017,4,23,6,1
2017-04-23,11,BEAUTY,5.0,0,Cayambe,Pichincha,B,2017,4,23,6,1
2017-04-23,13,BEAUTY,2.0,0,Latacunga,Cotopaxi,C,2017,4,23,6,1
2017-04-23,11,BABY CARE,1.0,0,Cayambe,Pichincha,B,2017,4,23,6,1
2017-04-23,10,BEAUTY,1.0,0,Quito,Pichincha,C,2017,4,23,6,1
2017-04-23,10,BABY CARE,0.0,0,Quito,Pichincha,C,2017,4,23,6,1
2017-04-23,10,AUTOMOTIVE,3.0,0,Quito,Pichincha,C,2017,4,23,6,1
2017-04-23,1,BEAUTY,8.0,0,Quito,Pichincha,D,2017,4,23,6,1
2017-04-23,1,BABY CARE,0.0,0,Quito,Pichincha,D,2017,4,23,6,1
